ob_above_pip_1m,ob_above_thickness_pip_1m,ob_below_pip_1m,ob_below_thickness_pip_1m,fvg_above_pip_1m,fvg_above_size_pip_1m,fvg_below_pip_1m,fvg_below_size_pip_1m,fib_0_pip_1m,fib_236_pip_1m,fib_382_pip_1m,fib_500_pip_1m,fib_618_pip_1m,fib_786_pip_1m,fib_1000_pip_1m,vwap_pip_1m,vwap_u1_pip_1m,vwap_l1_pip_1m,vwap_u2_pip_1m,vwap_l2_pip_1m,vwap_band1_thickness_pip_1m,vwap_band2_thickness_pip_1m,vp_poc_pip_1m,vp_vah_pip_1m,vp_val_pip_1m,vp_va_thickness_pip_1m,mtf_pdh_pip_1m,mtf_pdl_pip_1m,mtf_pwh_pip_1m,mtf_pwl_pip_1m,structure_above_pip_1m,structure_above_kind_1m,structure_below_pip_1m,structure_below_kind_1m,eq_above_pip_1m,eq_above_kind_1m,eq_below_pip_1m,eq_below_kind_1m,ob_above_pip_10m,ob_above_thickness_pip_10m,ob_below_pip_10m,ob_below_thickness_pip_10m,fvg_above_pip_10m,fvg_above_size_pip_10m,fvg_below_pip_10m,fvg_below_size_pip_10m,fib_0_pip_10m,fib_236_pip_10m,fib_382_pip_10m,fib_500_pip_10m,fib_618_pip_10m,fib_786_pip_10m,fib_1000_pip_10m,vwap_pip_10m,vwap_u1_pip_10m,vwap_l1_pip_10m,vwap_u2_pip_10m,vwap_l2_pip_10m,vwap_band1_thickness_pip_10m,vwap_band2_thickness_pip_10m,vp_poc_pip_10m,vp_vah_pip_10m,vp_val_pip_10m,vp_va_thickness_pip_10m,mtf_pdh_pip_10m,mtf_pdl_pip_10m,mtf_pwh_pip_10m,mtf_pwl_pip_10m,structure_above_pip_10m,structure_above_kind_10m,structure_below_pip_10m,structure_below_kind_10m,eq_above_pip_10m,eq_above_kind_10m,eq_below_pip_10m,eq_below_kind_10m,ob_above_pip_1h,ob_above_thickness_pip_1h,ob_below_pip_1h,ob_below_thickness_pip_1h,fvg_above_pip_1h,fvg_above_size_pip_1h,fvg_below_pip_1h,fvg_below_size_pip_1h,fib_0_pip_1h,fib_236_pip_1h,fib_382_pip_1h,fib_500_pip_1h,fib_618_pip_1h,fib_786_pip_1h,fib_1000_pip_1h,vwap_pip_1h,vwap_u1_pip_1h,vwap_l1_pip_1h,vwap_u2_pip_1h,vwap_l2_pip_1h,vwap_band1_thickness_pip_1h,vwap_band2_thickness_pip_1h,vp_poc_pip_1h,vp_vah_pip_1h,vp_val_pip_1h,vp_va_thickness_pip_1h,mtf_pdh_pip_1h,mtf_pdl_pip_1h,mtf_pwh_pip_1h,mtf_pwl_pip_1h,structure_above_pip_1h,structure_above_kind_1h,structure_below_pip_1h,structure_below_kind_1h,eq_above_pip_1h,eq_above_kind_1h,eq_below_pip_1h,eq_below_kind_1h,atr_1m,volume_1m,ema9_volume_1m,trails_3m,trails_5m,trails_10m,trails_15m
402.833333333328,71,,,150.333333333328,104,,,1124.33333333333,897.537333333326,757.23133333333,643.833333333328,530.435333333327,368.987333333323,163.333333333328,559.023573543906,790.327868585475,327.719278502336,1021.63216362704,96.414983460767,462.608590083143,925.217180166286,567.013333333351,756.513333333351,286.55333333333,469.960000000021,6838.33333333333,6094.33333333333,7022.33333333333,1718.33333333333,163.333333333328,CHoCH,,NONE,,NONE,,NONE,1011.33333333333,226,,,490.833333333328,105,,,163.333333333328,449.837333333329,627.081333333335,770.333333333328,913.585333333322,1117.53733333333,1377.33333333333,1271.76866784235,1869.50311836926,674.034217315435,2467.23756889618,76.2997667885211,1195.46890105383,2390.93780210765,1766.37333333334,2142.69333333331,744.933333333334,1397.75999999998,6838.33333333333,6094.33333333333,7022.33333333333,1718.33333333333,163.333333333328,BOS,-6.66666666667152,BOS,,NONE,,NONE,1459.83333333333,321,411.166666666672,255,2613.83333333333,269,,,117.666666666672,453.453333333324,806.773333333331,1092.33333333333,1377.89333333333,1784.45333333332,2302.33333333333,6720.32058814775,41.0501791066781,13481.6913554022,6802.4209463611,20243.0621226566,13522.7415345089,27045.4830690177,8224.34666666665,908.880000000019,15726.64,16635.52,6838.33333333333,6094.33333333333,7022.33333333333,1718.33333333333,327.333333333328,BOS,-118.666666666672,BOS,,NONE,,NONE,16.7202284014345,237,292.059879801416,0,0,0,0
82.5,71,105,44,20,76,264,8,804,577.203999999998,436.898000000001,323.5,210.101999999999,48.653999999995,157,188.601370253513,437.714863773654,60.5121232666279,686.828357293794,309.625616786769,498.226987040279,996.453974080558,249.82666666666,396.37999999999,112.700000000012,509.080000000002,6518,5774,6702,1398,5,BOS,-44,BOS,,NONE,,NONE,691,226,,,170.5,105,,,157,129.504000000001,306.748000000007,450,593.251999999993,797.203999999998,1057,938.440449602407,1539.59176426139,337.289134943421,2140.74307892038,263.862179715565,1202.30262931797,2404.60525863594,1446.04000000001,1822.36,406.680000000008,1415.67999999999,6518,5774,6702,1398,7,BOS,-157,BOS,,NONE,,NONE,1139.5,321,731.5,255,2293.5,269,,,438,133.119999999995,486.440000000002,772,1057.56,1464.12,1982,7035.55304822477,273.993182376333,13797.1129140732,6487.56668347209,20558.6727799216,13523.1197316969,27046.2394633937,8544.67999999998,588.546666666691,16046.9733333333,16635.52,6518,5774,6702,1398,7,BOS,-439,BOS,,NONE,,NONE,10.5382199536086,210,137.926442198803,0,0,0,0
302.833333333328,49,14.6666666666715,76,194.833333333328,97,,,52.6666666666715,220.385333333325,389.30733333333,525.833333333328,662.359333333327,856.73533333333,1104.33333333333,473.654695722042,732.309598140884,214.999793303199,990.964500559741,43.655109115658,517.309804837694,1034.61960967539,550.159999999989,712.139999999985,172.206666666651,539.933333333334,6818.33333333333,6074.33333333333,7002.33333333333,1698.33333333333,143.333333333328,CHoCH,-3.66666666667152,BOS,,NONE,,NONE,991.333333333328,226,,,470.833333333328,105,,,143.333333333328,429.837333333329,607.081333333335,750.333333333328,893.585333333322,1097.53733333333,1357.33333333333,1235.08359872294,1837.07380689523,633.093390550639,2439.06401506752,31.103182378356,1203.98041634459,2407.96083268917,1746.37333333334,2068.93333333333,671.17333333334,1397.75999999999,6818.33333333333,6074.33333333333,7002.33333333333,1698.33333333333,143.333333333328,BOS,-26.6666666666715,BOS,,NONE,,NONE,1439.83333333333,321,431.166666666672,255,2593.83333333333,269,,,137.666666666672,433.453333333324,786.773333333331,1072.33333333333,1357.89333333333,1764.45333333332,2282.33333333333,6735.21971489144,26.3401509569958,13496.7795807399,6787.90001680542,20258.3394465883,13523.1197316969,27046.2394633937,8244.34666666665,888.880000000019,15746.64,16635.52,6818.33333333333,6074.33333333333,7002.33333333333,1698.33333333333,307.333333333328,BOS,-138.666666666672,BOS,,NONE,,NONE,15.715235295239,456,355.892625516037,0,0,0,0
261.833333333328,49,55.6666666666715,76,50.3333333333285,14,,,93.6666666666715,179.385333333325,348.30733333333,484.833333333328,621.359333333327,815.73533333333,1063.33333333333,429.823558340882,690.493320263966,169.153796417799,951.163082187049,91.5159655052848,521.339523846165,1042.67904769233,509.159999999989,671.139999999985,123.493333333317,547.646666666667,6777.33333333333,6033.33333333333,6961.33333333333,1657.33333333333,102.333333333328,CHoCH,-44.6666666666715,BOS,,NONE,,NONE,950.333333333328,226,,,429.833333333328,105,,,102.333333333328,388.837333333329,566.081333333335,709.333333333328,852.585333333322,1056.53733333333,1316.33333333333,1194.08359872294,1796.07380689523,592.093390550639,2398.06401506752,9.896817621644,1203.98041634459,2407.96083268917,1705.37333333334,2027.93333333333,630.17333333334,1397.75999999999,6777.33333333333,6033.33333333333,6961.33333333333,1657.33333333333,102.333333333328,BOS,-67.6666666666715,BOS,,NONE,,NONE,1398.83333333333,321,472.166666666672,255,2552.83333333333,269,,,178.666666666672,392.453333333324,745.773333333331,1031.33333333333,1316.89333333333,1723.45333333332,2241.33333333333,6776.21971489144,14.6598490430042,13537.7795807399,6746.90001680542,20299.3394465883,13523.1197316969,27046.2394633937,8285.34666666665,847.880000000019,15787.64,16635.52,6777.33333333333,6033.33333333333,6961.33333333333,1657.33333333333,266.333333333328,BOS,-179.666666666672,BOS,,NONE,,NONE,15.7891470598648,337,352.11410041283,0,0,0,1
290.166666666672,49,27.3333333333285,76,78.6666666666715,14,,,65.3333333333285,207.718666666668,376.640666666673,513.166666666672,649.69266666667,844.068666666673,1091.66666666667,456.197853972815,718.116356135186,194.279351810444,980.034858297557,67.6391503519262,523.837004324737,1047.67400864947,537.493333333332,707.186666666661,151.82666666666,555.360000000001,6805.66666666667,6061.66666666667,6989.66666666667,1685.66666666667,130.666666666672,CHoCH,-16.3333333333285,BOS,,NONE,,NONE,978.666666666672,226,,,458.166666666672,105,,,130.666666666672,417.170666666672,594.414666666678,737.666666666672,880.918666666665,1084.87066666667,1344.66666666667,1222.41693205628,1824.40714022858,620.426723883982,2426.39734840086,18.436515711699,1203.98041634459,2407.96083268917,1733.70666666668,2056.26666666668,658.506666666683,1397.75999999999,6805.66666666667,6061.66666666667,6989.66666666667,1685.66666666667,130.666666666672,BOS,-39.3333333333285,BOS,,NONE,,NONE,1427.16666666667,321,443.833333333328,255,2581.16666666667,269,,,150.333333333328,420.786666666667,774.106666666674,1059.66666666667,1345.22666666667,1751.78666666667,2269.66666666667,6747.8863815581,13.6734842903388,13509.4462474065,6775.23335013876,20271.006113255,13523.1197316969,27046.2394633937,8257.01333333331,876.213333333362,15759.3066666667,16635.52,6805.66666666667,6061.66666666667,6989.66666666667,1685.66666666667,294.666666666672,BOS,-151.333333333328,BOS,,NONE,,NONE,16.4470651270173,644,410.491280330264,0,0,0,2
16.8333333333285,71,374.666666666672,56,52.3333333333285,54,155.666666666672,52,418.666666666672,145.614666666675,23.3073333333305,159.833333333328,296.359333333327,490.73533333333,738.333333333328,83.6336989921983,349.85750570579,182.590107721393,616.081312419396,448.813914434999,532.447613427191,1064.89522685438,14.4666666666599,330.713333333319,232.360000000015,563.073333333334,6452.33333333333,5708.33333333333,6636.33333333333,1332.33333333333,46.3333333333285,CHoCH,-5.66666666667152,CHoCH,,NONE,,NONE,625.333333333328,226,,,104.833333333328,105,,,222.666666666672,63.8373333333293,241.081333333335,384.333333333328,527.585333333322,731.537333333326,991.333333333328,862.400240031624,1465.84178267581,258.958697387439,2069.28332531999,344.482845256745,1206.88308528837,2413.76617057674,1380.37333333334,1685.01333333332,305.17333333334,1379.83999999998,6452.33333333333,5708.33333333333,6636.33333333333,1332.33333333333,16.3333333333285,CHoCH,-58.6666666666715,BOS,,NONE,,NONE,1073.83333333333,321,797.166666666672,255,259.833333333328,1,,,991.333333333328,638.513333333321,420.243333333332,243.833333333328,67.423333333325,183.736666666679,503.666666666672,7096.2810772341,334.600375694965,13857.9617787732,6427.08032584419,20619.6424803124,13523.3614030783,27046.7228061566,8610.34666666665,522.880000000019,16112.64,16635.52,6452.33333333333,5708.33333333333,6636.33333333333,1332.33333333333,16.3333333333285,BOS,-58.6666666666715,BOS,,NONE,,NONE,16.3532779851011,305,261.181120561817,0,0,0,0
15,56,,,95,2,,,430,321.676000000007,254.661999999997,200.5,146.338000000003,69.2259999999951,29,437.60360220939,705.179767198511,170.027437220269,972.755932187618,97.5487277688371,535.15232997823,1070.30465995646,334.713333333333,589.253333333327,18.4666666666599,570.786666666667,6842,6098,7026,1722,20,BOS,,NONE,,NONE,,NONE,98,222,,,494.5,105,,,1128,901.203999999998,760.898000000001,647.5,534.101999999999,372.653999999995,167,1236.56914804301,1837.74964168783,635.388654398193,2438.93013533264,34.2081607533764,1202.36098728963,2404.72197457927,1770.04000000001,2074.67999999999,694.840000000011,1379.83999999998,6842,6098,7026,1722,167,BOS,-3,BOS,,NONE,,NONE,889,478,407.5,255,436.5,171,,,1381,1028.17999999999,809.910000000003,633.5,457.089999999997,205.929999999993,114,6702.7754766321,58.9695873318851,13464.5205405961,6820.71465129589,20226.2656045601,13523.490127928,27046.980255856,8220.67999999998,912.546666666691,15722.9733333333,16635.52,6842,6098,7026,1722,167,BOS,-115,BOS,,NONE,,NONE,12.5853642316724,693,302.799564070886,0,0,0,0
28.3333333333285,50,312.166666666672,69,,,187.166666666672,23,88.3333333333285,19.9906666666648,87.0046666666749,141.166666666672,195.328666666668,272.440666666676,370.666666666672,54.5734858720825,332.1354070339,222.988435289735,609.697328195718,500.550356451553,555.12384232364,1110.24768464728,258.813333333354,188.446666666641,337.280000000013,525.726666666655,6500.33333333333,5756.33333333333,6684.33333333333,1380.33333333333,1.33333333332848,BOS,-6.66666666667152,CHoCH,,NONE,,NONE,673.333333333328,226,,,152.833333333328,105,108.666666666672,34,786.333333333328,559.537333333326,419.23133333333,305.833333333328,192.435333333327,30.9873333333235,174.666666666672,884.088854547677,1489.16443121224,279.013277883118,2094.2400078768,326.062298781442,1210.15115332912,2420.30230665825,1428.37333333332,1733.01333333332,335.253333333341,1397.75999999998,6500.33333333333,5756.33333333333,6684.33333333333,1380.33333333333,6.33333333332848,CHoCH,-10.6666666666715,BOS,,NONE,,NONE,547.333333333328,478,749.166666666672,255,94.8333333333285,171,,,1039.33333333333,686.513333333321,468.243333333332,291.833333333328,115.423333333325,135.736666666679,455.666666666672,7044.44214329877,282.697079334786,13806.1872072628,6479.04798462921,20567.9322712268,13523.490127928,27046.980255856,8562.34666666665,570.880000000019,16064.64,16635.52,6500.33333333333,5756.33333333333,6684.33333333333,1380.33333333333,64.3333333333285,BOS,-10.6666666666715,BOS,,NONE,,NONE,14.4280202944993,441,357.729423125854,0,0,0,0
233.666666666672,80,,,110.166666666672,27,,,79.6666666666715,192.710666666666,262.644666666674,319.166666666672,375.688666666669,456.160666666678,558.666666666672,465.689051044086,754.019591875767,177.358510212405,1042.35013270745,110.972030619276,576.661081663366,1153.32216332673,426.253333333341,588.639999999999,84.3866666666727,504.253333333327,6970.66666666667,6226.66666666667,7154.66666666667,1850.66666666667,79.6666666666715,BOS,,NONE,,NONE,,NONE,1143.66666666667,226,,,623.166666666672,105,,,1256.66666666667,1029.87066666667,889.564666666673,776.166666666672,662.76866666667,501.320666666667,295.666666666672,1338.80376844747,1951.84370101576,725.763835879174,2564.88363358406,112.723903310878,1226.07986513659,2452.15973027318,1898.70666666667,2203.34666666666,787.666666666672,1415.67999999999,6970.66666666667,6226.66666666667,7154.66666666667,1850.66666666667,125.666666666672,BOS,,NONE,,NONE,,NONE,1017.66666666667,478,278.833333333328,255,565.166666666672,171,,,1509.66666666667,1156.84666666666,938.576666666675,762.166666666672,585.756666666668,334.596666666665,14.6666666666715,6568.09714584464,193.77138182582,13329.9656735151,6955.63990949628,20091.8342011856,13523.7370553409,27047.4741106819,8092.01333333331,1041.21333333336,15594.3066666667,16635.52,6970.66666666667,6226.66666666667,7154.66666666667,1850.66666666667,13.6666666666715,BOS,-115.333333333328,CHoCH,,NONE,,NONE,18.8446480166523,891,732.346509729634,0,0,0,0
229.333333333328,58,28.1666666666715,61,,,699.166666666672,189,885.666666666672,772.622666666677,702.688666666669,646.166666666672,589.644666666674,509.172666666665,406.666666666672,487.757303548045,212.703509679632,762.811097416459,62.3502841887821,1037.86489128487,550.107587736828,1100.21517547366,539.666666666672,316.066666666622,866.466666666674,550.400000000052,6005.33333333333,5261.33333333333,6189.33333333333,885.333333333328,85.3333333333285,BOS,-122.666666666672,BOS,,NONE,,NONE,178.333333333328,226,,,99.8333333333285,131,185.666666666672,4,291.333333333328,64.5373333333264,75.7686666666705,189.166666666672,302.564666666673,464.012666666677,669.666666666672,364.97682107205,984.280988666957,254.327346522856,1603.58515626188,873.631514117777,1238.60833518982,2477.21667037965,927.613333333356,1292.41333333343,166.786666666681,1459.20000000011,6005.33333333333,5261.33333333333,6189.33333333333,885.333333333328,38.3333333333285,BOS,-5.66666666667152,CHoCH,,NONE,,NONE,52.3333333333285,478,1244.16666666667,255,1780.83333333333,269,187.166666666672,1,544.333333333328,191.513333333321,26.756666666668,203.166666666672,379.576666666675,630.736666666679,950.666666666672,7533.43047917799,771.561951507523,14295.2990068485,5990.30657616294,21057.1675345189,13523.7370553409,27047.4741106819,9057.34666666665,75.8800000000192,16559.64,16635.52,6005.33333333333,5261.33333333333,6189.33333333333,885.333333333328,256.333333333328,CHoCH,-247.666666666672,CHoCH,,NONE,,NONE,33.3084749259751,3871,3554.58278244211,0,0,0,0
1136.66666666667,106,,,320.166666666672,85,,,613.666666666672,726.710666666666,796.644666666674,853.166666666672,909.688666666669,990.160666666678,1092.66666666667,903.341531987171,1274.40972857088,532.273335403457,1645.47792515458,161.205138819758,742.136393167413,1484.27278633483,986.786666666696,1381.0266666667,629.506666666668,751.520000000033,7504.66666666667,6760.66666666667,7688.66666666667,2384.66666666667,613.666666666672,BOS,,NONE,,NONE,,NONE,1177.66666666667,448,,,1599.16666666667,131,,,1790.66666666667,1563.87066666667,1423.56466666667,1310.16666666667,1196.76866666667,1035.32066666667,829.666666666672,1774.34953264227,2438.3599489261,1110.33911635845,3102.37036520994,446.328700074606,1328.02083256766,2656.04166513532,2429.69333333334,2747.89333333334,1241.74666666667,1506.14666666667,7504.66666666667,6760.66666666667,7688.66666666667,2384.66666666667,500.666666666672,CHoCH,,NONE,,NONE,,NONE,255.166666666672,255,286.833333333328,519,3280.16666666667,269,,,2043.66666666667,1690.84666666666,1472.57666666668,1296.16666666667,1119.75666666667,868.596666666665,548.666666666672,5990.79206352892,772.866475488001,12754.4506025458,7536.52501450492,19518.1091415628,13527.3170780338,27054.6341560677,7558.01333333331,1575.21333333336,15060.3066666667,16635.52,7504.66666666667,6760.66666666667,7688.66666666667,2384.66666666667,50.6666666666715,CHoCH,-173.333333333328,BOS,,NONE,,NONE,41.541274747208,2353,2916.25003259731,0,0,0,0
,,562.166666666672,75,,,137.666666666672,32,1816.66666666667,1434.34666666666,1197.82666666668,1006.66666666667,815.506666666668,543.346666666665,196.666666666672,1003.97077808295,593.078634327656,1414.86292183824,182.186490572363,1825.75506559353,821.784287510585,1643.56857502117,1080.42000000001,550.946666666685,1474.44666666664,923.499999999956,5746.33333333333,5002.33333333333,5930.33333333333,626.333333333328,,NONE,-196.666666666672,BOS,,NONE,,NONE,153.333333333328,264,80.6666666666715,226,,,454.666666666672,60,32.3333333333285,194.462666666674,334.76866666667,448.166666666672,561.564666666673,723.012666666677,928.666666666672,131.736799177612,608.431379282847,871.904977638071,1348.59955774331,1612.07315609853,1480.33635692092,2960.67271384183,396.800000000017,635.633333333215,1121.70000000001,1757.33333333323,5746.33333333333,5002.33333333333,5930.33333333333,626.333333333328,163.333333333328,CHoCH,-12.6666666666715,BOS,,NONE,,NONE,60.8333333333285,449,206.666666666672,478,1521.83333333333,269,,,285.333333333328,67.4866666666785,285.756666666668,462.166666666672,638.576666666675,889.736666666679,1209.66666666667,7658.77268549282,897.523154920069,14420.0222160656,5863.72637565267,21181.2717466383,13522.4990611455,27044.998122291,9316.34666666665,183.119999999981,16818.64,16635.52,5746.33333333333,5002.33333333333,5930.33333333333,626.333333333328,227.333333333328,BOS,-2.66666666667152,CHoCH,,NONE,,NONE,15.8035600049326,1243,1107.18194803065,0,0,0,0
407.666666666672,138,319.333333333328,108,388.166666666672,55,,,966.666666666672,529.122666666677,258.438666666669,39.6666666666715,179.105333333326,490.577333333335,887.333333333328,57.2151121917996,523.806506155655,409.376281772056,990.397900119497,875.967675735898,933.182787927697,1866.36557585539,348.026666666672,731.186666666661,368.853333333333,1100.03999999999,6675.66666666667,5931.66666666667,6859.66666666667,1555.66666666667,95.6666666666715,CHoCH,-17.3333333333285,BOS,,NONE,,NONE,1082.66666666667,264,703.333333333328,368,,,0.833333333328483,141,887.333333333328,450.969333333327,181.015333333329,37.1666666666715,255.348666666672,565.98066666667,961.666666666672,673.680535495951,1382.9373417626,35.5762707707036,2092.19414802924,744.833077037343,1418.5136125333,2837.02722506659,510.566666666666,1389.23333333331,214.333333333343,1603.56666666665,6675.66666666667,5931.66666666667,6859.66666666667,1555.66666666667,0.666666666671517,BOS,-169.333333333328,BOS,,NONE,,NONE,990.166666666672,449,1115.83333333333,519,230.166666666672,517,,,1214.66666666667,861.846666666665,643.576666666675,467.166666666672,290.756666666668,39.5966666666645,280.333333333328,6690.93577462054,73.3868020370574,13455.2583512781,6837.70937869465,20219.5809279357,13528.6451533152,27057.2903066304,8387.01333333331,746.213333333362,15889.3066666667,16635.52,6675.66666666667,5931.66666666667,6859.66666666667,1555.66666666667,0.666666666671517,BOS,-280.333333333328,BOS,,NONE,,NONE,21.7021189739673,1921,1330.68241033455,0,0,0,0
150.333333333328,138,122.666666666672,36,130.833333333328,55,61.6666666666715,24,30.6666666666715,100.994666666666,144.502666666667,179.666666666672,214.830666666676,264.894666666674,328.666666666672,195.880796819474,266.044563835749,657.806157474697,727.969924490957,1119.73151812991,923.850721310433,1847.70144262087,107.06666666668,609.813333333324,527.306666666671,1137.12,6418.33333333333,5674.33333333333,6602.33333333333,1298.33333333333,37.3333333333285,CHoCH,-30.6666666666715,BOS,,NONE,,NONE,825.333333333328,264,216.666666666672,60,,,,,709.333333333328,271.789333333334,1.10533333332569,217.666666666672,436.438666666669,747.910666666678,1144.66666666667,365.791504756286,1056.70634178817,325.123332275602,1747.62117882005,1016.03816930747,1381.82967406376,2763.65934812753,253.233333333323,1022.06666666655,471.666666666686,1493.73333333324,6418.33333333333,5674.33333333333,6602.33333333333,1298.33333333333,131.333333333328,CHoCH,-17.6666666666715,CHoCH,,NONE,,NONE,732.833333333328,449,1373.16666666667,519,2193.83333333333,269,,,957.333333333328,604.513333333321,386.243333333332,209.833333333328,33.423333333325,217.736666666679,537.666666666672,6920.71798645529,155.804286416052,13685.6316864945,6609.10941362318,20450.5453865338,13529.8274000785,27059.6548001569,8644.34666666665,325.786666666681,16146.64,16472.4266666667,6418.33333333333,5674.33333333333,6602.33333333333,1298.33333333333,165.333333333328,CHoCH,-17.6666666666715,BOS,,NONE,,NONE,9.90463647597672,99,136.974652758439,0,0,0,0
302.333333333328,44,281.666666666672,108,86.3333333333285,24,,,264.333333333328,194.005333333334,150.497333333333,115.333333333328,80.1693333333242,30.1053333333257,33.6666666666715,99.3774229043629,562.052318214395,363.297472405669,1024.72721352443,825.972367715702,925.349790620072,1850.69958124014,187.933333333334,904.813333333324,232.306666666671,1137.12,6713.33333333333,5969.33333333333,6897.33333333333,1593.33333333333,20.3333333333285,BOS,-26.6666666666715,CHoCH,,NONE,,NONE,78.3333333333285,60,665.666666666672,368,,,,,1004.33333333333,566.789333333334,296.105333333326,77.3333333333285,141.438666666669,452.910666666678,849.666666666672,655.806241208964,1343.62648828201,32.0140058640827,2031.44673535506,719.834252937129,1375.6404941461,2751.2809882922,548.233333333323,1295.09999999989,176.666666666686,1471.76666666658,6713.33333333333,5969.33333333333,6897.33333333333,1593.33333333333,38.3333333333285,BOS,-131.666666666672,BOS,,NONE,,NONE,1027.83333333333,449,1078.16666666667,519,2488.83333333333,269,,,1252.33333333333,899.513333333321,681.243333333332,504.833333333328,328.423333333325,77.2633333333215,242.666666666672,6625.71798645529,139.195713583948,13390.6316864945,6904.10941362318,20155.5453865338,13529.8274000785,27059.6548001569,8349.34666666665,620.786666666681,15851.64,16472.4266666667,6713.33333333333,5969.33333333333,6897.33333333333,1593.33333333333,38.3333333333285,BOS,-242.666666666672,BOS,,NONE,,NONE,14.5845609974799,233,252.884723775331,0,0,0,0
143.333333333328,68,232.666666666672,28,,,113.666666666672,4,608.666666666672,534.798666666669,489.100666666665,452.166666666672,415.232666666678,362.648666666675,295.666666666672,480.839608862283,26.7058156473649,988.385033371931,534.251240156998,1495.93045788156,1015.09084901929,2030.18169803857,458.58666666667,357.173333333325,866.466666666674,1223.64,6153.33333333333,5409.33333333333,6337.33333333333,1033.33333333333,252.333333333328,CHoCH,-29.6666666666715,BOS,,NONE,,NONE,560.333333333328,264,1225.66666666667,368,,,378.166666666672,59,444.333333333328,6.78933333333407,263.894666666674,482.666666666672,701.438666666669,1012.91066666668,1409.66666666667,41.320001383996,677.425322566851,594.785319798859,1313.53064374971,1230.89064098171,1272.21064236571,2544.42128473143,6.4866666666785,598.913333333257,793.506666666668,1392.41999999993,6153.33333333333,5409.33333333333,6337.33333333333,1033.33333333333,23.3333333333285,CHoCH,-3.66666666667152,CHoCH,,NONE,,NONE,467.833333333328,449,1638.16666666667,519,1928.83333333333,269,,,692.333333333328,339.513333333321,121.243333333332,55.1666666666715,231.576666666675,482.736666666679,802.666666666672,7182.56308283666,417.649743395246,13947.4764222781,6347.26359604616,20712.3897617195,13529.8266788828,27059.6533577656,8909.34666666665,60.7866666666814,16411.64,16472.4266666667,6153.33333333333,5409.33333333333,6337.33333333333,1033.33333333333,404.333333333328,CHoCH,-99.6666666666715,CHoCH,,NONE,,NONE,10.9224620238371,449,232.036373527996,0,0,0,0
560.833333333328,37,80.6666666666715,108,108.333333333328,78,,,152.333333333328,226.201333333331,271.899333333335,308.833333333328,345.767333333322,398.351333333325,465.333333333328,467.695991998582,867.250471325242,68.1415126719221,1266.8049506519,331.412966654738,799.108958653316,1598.21791730663,331.693333333242,1122.01333333328,171.493333333274,950.520000000004,6914.33333333333,6170.33333333333,7098.33333333333,1794.33333333333,39.3333333333285,BOS,-12.6666666666715,CHoCH,,NONE,,NONE,1321.33333333333,264,464.666666666672,368,,,,,1205.33333333333,767.789333333334,497.105333333326,278.333333333328,59.5613333333313,251.910666666678,648.666666666672,775.497185976492,1388.42743174311,162.566940209872,2001.35767750975,450.363305556762,1225.86049153325,2451.72098306651,754.513333333321,1319.55333333327,32.506666666668,1352.05999999994,6914.33333333333,6170.33333333333,7098.33333333333,1794.33333333333,69.3333333333285,BOS,-89.6666666666715,CHoCH,,NONE,,NONE,1228.83333333333,449,877.166666666672,519,2689.83333333333,269,,,1453.33333333333,1100.51333333332,882.243333333332,705.833333333328,529.423333333325,278.263333333321,41.6666666666715,6419.03183296626,345.952482876615,13184.0161488091,7110.9367987195,19949.000464652,13529.9686316857,27059.9372633715,8148.34666666665,821.786666666681,15650.64,16472.4266666667,6914.33333333333,6170.33333333333,7098.33333333333,1794.33333333333,239.333333333328,BOS,-41.6666666666715,BOS,,NONE,,NONE,21.0110011175754,717,445.239016068667,0,0,0,0
80,26,264,96,,,135,60,723,508.712,376.144,269,161.856,9.31200000000536,185,8.11607835034374,307.272343101969,323.504499802657,622.660764554297,638.892921254985,630.776842904635,1261.55368580927,243.199999999983,346.400000000009,341.46666666666,687.866666666669,6303,5559,6487,1183,25,CHoCH,-16,BOS,,NONE,,NONE,76,218,1076,368,,,328,16,594,156.456000000006,114.228000000003,333,551.771999999997,863.244000000006,1260,113.219223280801,701.623065152249,475.184618590647,1290.02690702368,1063.58846046208,1176.80768374289,2353.61536748577,143.179999999993,566.959999999977,643.839999999997,1210.79999999997,6303,5559,6487,1183,16,CHoCH,-133,CHoCH,,NONE,,NONE,617.5,449,1488.5,519,2078.5,269,,,842,489.179999999993,270.910000000003,94.5,81.9100000000035,333.070000000007,653,7024.53676525592,259.586595479035,13789.4869350328,6505.36357429785,20554.4371048097,13529.9003395538,27059.8006791076,8759.67999999998,210.453333333353,16261.9733333333,16472.4266666667,6303,5559,6487,1183,50,CHoCH,-133,BOS,,NONE,,NONE,17.8065885339194,197,150.000389669788,0,0,0,0
